RetentionID,UserID,MonthlyActive,DaysSinceLastActivity,LifetimeValue,ChurnRisk
2471,2471,Y,64,715.27,Low
2472,2472,N,10,93.99,Medium
2473,2473,N,27,149.02,Low
2474,2474,N,80,878.63,Low
2475,2475,Y,38,230.49,High
2476,2476,Y,47,585.76,Medium
2477,2477,Y,12,845.49,High
2478,2478,Y,41,793.5,Low
2479,2479,N,21,658.91,High
2480,2480,Y,65,63.73,High
2481,2481,Y,77,519.03,Medium
2482,2482,Y,87,724.32,High
2483,2483,Y,73,275.29,Medium
2484,2484,Y,42,249.65,Low
2485,2485,Y,11,154.15,Medium
2486,2486,N,84,61.97,Low
2487,2487,N,8,475.29,Low
2488,2488,Y,21,93.11,High
2489,2489,Y,63,41.93,Low
2490,2490,Y,66,554.22,Medium
2491,2491,Y,87,662.73,High
2492,2492,Y,60,216.46,Low
2493,2493,Y,82,343.65,Low
2494,2494,Y,39,345.43,High
2495,2495,Y,23,734.07,Low
2496,2496,Y,0,142.5,Medium
2497,2497,N,68,758.35,High
2498,2498,Y,25,168.8,High
2499,2499,Y,29,448.44,Medium
2500,2500,Y,43,876.21,Low
2501,2501,Y,61,230.18,Low
2502,2502,N,52,325.77,Low
2503,2503,Y,54,123.15,Low
2504,2504,Y,30,894.53,High
2505,2505,Y,4,323.23,Low
2506,2506,Y,67,184.68,Low
2507,2507,Y,44,206.57,High
2508,2508,Y,38,145.58,Medium
2509,2509,Y,27,288.33,Low
2510,2510,Y,36,234.69,Medium
2511,2511,N,77,389.51,High
2512,2512,N,7,718.4,High
2513,2513,Y,47,764.27,Low
2514,2514,Y,83,105.92,Medium
2515,2515,Y,28,301.61,High
2516,2516,Y,5,343.93,Low
2517,2517,Y,48,242.6,Medium
2518,2518,Y,65,49.96,Low
2519,2519,Y,80,405.56,Low
2520,2520,Y,22,564.58,Low
2521,2521,N,53,866.5,High
2522,2522,Y,8,190.99,Low
2523,2523,N,82,590.01,Low
2524,2524,Y,55,626.34,High
2525,2525,N,78,995.99,Low
2526,2526,Y,23,139.46,High
2527,2527,Y,89,458.25,Low
2528,2528,Y,57,104.93,Low
2529,2529,Y,34,576.36,Low
2530,2530,N,3,723.75,High
2531,2531,N,27,918.14,High
2532,2532,Y,50,998.49,Low
2533,2533,N,22,141.91,Medium
2534,2534,Y,72,11.53,Medium
2535,2535,N,32,841.18,High
2536,2536,Y,8,196.16,Low
2537,2537,N,59,249.75,High
2538,2538,Y,49,286.56,High
2539,2539,N,7,780.99,Low
2540,2540,Y,85,435.75,Medium
2541,2541,Y,54,206.01,Low
2542,2542,Y,41,830.48,Low
2543,2543,Y,85,609.45,High
2544,2544,N,53,209.49,Low
2545,2545,Y,57,911.59,High
2546,2546,Y,29,361.99,Low
2547,2547,N,56,628.04,Low
2548,2548,N,6,481.02,Medium
2549,2549,N,52,299.28,Low
2550,2550,Y,70,116.93,Medium
2551,2551,Y,49,283.51,Low
2552,2552,N,38,777.98,High
2553,2553,Y,22,452.18,Low
2554,2554,Y,26,260.53,High
2555,2555,Y,11,245.09,High
2556,2556,N,38,94.57,Low
2557,2557,Y,84,539.93,High
2558,2558,Y,63,311.17,Low
2559,2559,N,46,697.44,Medium
2560,2560,N,22,756.5,High
2561,2561,Y,52,448.36,Low
2562,2562,Y,88,660.44,Low
2563,2563,Y,4,326.4,Low
2564,2564,Y,89,582.87,High
2565,2565,N,6,204.75,High
2566,2566,Y,18,478.36,Medium
2567,2567,Y,40,331.96,High
2568,2568,Y,36,193.71,Medium
2569,2569,Y,4,871.04,Low
2570,2570,Y,14,143.75,High
2571,2571,Y,52,172.68,Low
2572,2572,Y,72,324.87,Low
2573,2573,Y,36,357.58,High
2574,2574,Y,51,734.14,Low
2575,2575,Y,12,610.38,Low
2576,2576,Y,84,699.83,Medium
2577,2577,Y,54,438.25,Low
2578,2578,Y,65,802.52,High
2579,2579,N,76,340.8,Medium
2580,2580,Y,29,828.56,Medium
2581,2581,Y,52,957.42,Low
2582,2582,Y,47,691.96,Medium
2583,2583,Y,29,14.29,High
2584,2584,N,78,487.08,Low
2585,2585,Y,81,297.03,Low
2586,2586,Y,15,412.81,Low
2587,2587,Y,21,215.64,Medium
2588,2588,Y,41,107.01,Low
2589,2589,Y,88,710.5,High
2590,2590,N,72,970.32,High
2591,2591,N,35,97.83,Low
2592,2592,Y,62,576.81,Low
2593,2593,Y,69,721.01,Low
2594,2594,N,77,539.04,Medium
2595,2595,Y,76,893.85,Medium
2596,2596,N,47,917.23,Low
2597,2597,Y,54,915.54,Low
2598,2598,Y,88,648.15,Low
2599,2599,Y,37,327.39,Medium
2600,2600,N,66,903.77,Low
2601,2601,Y,18,728.45,High
2602,2602,Y,71,744.85,Low
2603,2603,Y,73,676.59,High
2604,2604,Y,36,207.4,Low
2605,2605,Y,51,206.85,High
2606,2606,Y,46,84.71,High
2607,2607,N,58,159.62,High
2608,2608,N,31,894.52,High
2609,2609,Y,81,52.46,Low
2610,2610,N,25,413.97,Low
2611,2611,Y,57,248.41,Low
2612,2612,Y,88,413.91,Low
2613,2613,Y,27,948.09,Medium
2614,2614,Y,34,811.58,Low
2615,2615,Y,5,676.68,High
2616,2616,N,59,932.82,Low
2617,2617,N,48,294.55,Medium
2618,2618,Y,2,231.42,High
2619,2619,N,17,625.68,Low
2620,2620,N,20,913.6,Low
2621,2621,Y,30,437.31,Medium
2622,2622,Y,21,255.39,High
2623,2623,Y,51,67.66,Medium
2624,2624,Y,6,964.39,Medium
2625,2625,Y,26,107.17,Low
2626,2626,Y,40,550.1,High
2627,2627,Y,38,449.27,High
2628,2628,Y,52,366.82,Low
2629,2629,N,8,422.88,Low
2630,2630,Y,27,90.45,Low
2631,2631,Y,19,873.32,Low
2632,2632,Y,63,408.53,Low
2633,2633,Y,24,37.47,Medium
2634,2634,Y,50,171.01,Low
2635,2635,Y,19,771.85,Low
2636,2636,Y,49,246.13,High
2637,2637,Y,2,849.38,High
2638,2638,Y,84,127.81,High
2639,2639,Y,77,906.93,High
2640,2640,Y,70,773.79,Low
2641,2641,Y,59,977.8,Low
2642,2642,Y,60,875.27,Low
2643,2643,Y,29,616.01,Medium
2644,2644,N,30,689.57,Medium
2645,2645,Y,55,672.43,High
2646,2646,Y,87,434.35,High
2647,2647,Y,47,977.63,High
2648,2648,N,23,600.88,Low
2649,2649,Y,79,402.96,Medium
2650,2650,N,4,946.05,Low
2651,2651,N,71,652.69,Medium
2652,2652,Y,44,142.89,High
2653,2653,Y,65,722.45,Low
2654,2654,Y,39,873.63,Medium
2655,2655,Y,27,370.19,Medium
2656,2656,Y,55,994.59,Low
2657,2657,Y,13,201.05,High
2658,2658,Y,56,936.25,Medium
2659,2659,Y,14,591.5,Low
2660,2660,N,50,862.86,Low
2661,2661,Y,25,291.04,Low
2662,2662,Y,35,473.87,High
2663,2663,N,18,899.3,Low
2664,2664,Y,29,961.84,Low
2665,2665,Y,3,140.35,High
2666,2666,Y,40,340.52,Low
2667,2667,Y,77,995.77,High
2668,2668,N,16,875.9,High
2669,2669,Y,0,282.36,Medium
2670,2670,Y,70,535.18,High
2671,2671,Y,82,828.32,Low
2672,2672,N,26,392.32,High
2673,2673,Y,2,628.11,Low
2674,2674,Y,21,760.28,High
2675,2675,Y,31,223.94,Low
2676,2676,Y,4,393.31,Medium
2677,2677,N,14,427.5,Low
2678,2678,Y,28,298.48,High
2679,2679,Y,61,546.97,Medium
2680,2680,Y,39,172.65,High
2681,2681,Y,38,216.97,High
2682,2682,Y,64,97.47,High
2683,2683,Y,47,111.07,High
2684,2684,Y,67,723.2,High
2685,2685,Y,49,542.27,Medium
2686,2686,N,0,330.84,Medium
2687,2687,Y,67,634.49,High
2688,2688,Y,42,555.97,High
2689,2689,Y,88,852.86,Medium
2690,2690,Y,88,162.02,Low
2691,2691,N,8,893.71,Low
2692,2692,Y,13,671.41,High
2693,2693,Y,57,143.21,High
2694,2694,Y,22,337.99,High
2695,2695,Y,43,642.35,Low
2696,2696,Y,70,753.57,Medium
2697,2697,Y,82,281.6,Low
2698,2698,Y,13,596.0,High
2699,2699,Y,24,524.63,Medium
2700,2700,Y,67,482.22,High
2701,2701,Y,72,32.02,High
2702,2702,Y,34,893.74,Medium
2703,2703,Y,31,26.71,Low
2704,2704,Y,64,302.35,High
2705,2705,Y,67,782.55,Low
2706,2706,Y,41,452.87,Low
2707,2707,Y,45,768.47,Low
2708,2708,Y,4,707.48,Low
2709,2709,Y,41,97.74,High
2710,2710,Y,53,624.52,Low
2711,2711,Y,75,333.05,High
2712,2712,Y,67,878.17,Low
2713,2713,Y,73,311.24,Low
2714,2714,Y,62,666.57,High
2715,2715,Y,88,987.83,High
2716,2716,Y,62,971.21,Low
2717,2717,N,37,418.03,Low
2718,2718,Y,70,398.26,Medium
2719,2719,N,70,276.71,Medium
2720,2720,Y,88,605.17,High
2721,2721,Y,88,745.08,High
2722,2722,Y,71,41.69,Low
2723,2723,Y,8,695.15,Low
2724,2724,Y,6,250.51,Medium
2725,2725,Y,26,617.46,Low
2726,2726,N,45,706.68,Medium
2727,2727,Y,21,210.04,High
2728,2728,N,44,28.98,High
2729,2729,Y,67,734.34,Low
2730,2730,Y,51,443.06,High
2731,2731,Y,38,160.62,High
2732,2732,Y,51,129.83,High
2733,2733,Y,32,799.0,Low
2734,2734,Y,49,924.63,High
2735,2735,Y,30,72.42,High
2736,2736,Y,68,437.7,Low
2737,2737,Y,64,315.87,Low
2738,2738,Y,10,536.41,Low
2739,2739,Y,46,946.73,Low
2740,2740,Y,70,436.07,Low
2741,2741,Y,53,271.11,Low
2742,2742,N,43,500.41,Low
2743,2743,N,76,360.03,Low
2744,2744,N,46,393.98,Medium
2745,2745,Y,81,33.04,Low
2746,2746,N,81,54.83,Low
2747,2747,N,67,839.33,Medium
2748,2748,Y,20,796.75,Low
2749,2749,Y,35,610.03,High
2750,2750,Y,86,273.91,High
2751,2751,Y,16,143.31,Low
2752,2752,N,7,317.04,Low
2753,2753,N,60,750.25,Low
2754,2754,Y,32,575.35,Medium
2755,2755,Y,47,540.12,Low
2756,2756,Y,20,977.08,Medium
2757,2757,Y,79,773.2,Low
2758,2758,N,0,410.79,Low
2759,2759,N,64,285.47,High
2760,2760,Y,20,477.41,High
2761,2761,Y,80,265.71,High
2762,2762,Y,15,448.11,Medium
2763,2763,Y,67,826.37,High
2764,2764,Y,44,481.47,High
2765,2765,Y,22,15.78,Low
2766,2766,Y,79,256.83,High
2767,2767,N,19,737.6,Low
2768,2768,Y,39,685.72,Low
2769,2769,Y,6,639.84,High
2770,2770,Y,48,614.99,Low
2771,2771,N,52,658.57,Medium
2772,2772,Y,60,929.31,Low
2773,2773,Y,78,315.38,Low
2774,2774,Y,18,690.63,Medium
2775,2775,Y,12,335.31,High
2776,2776,Y,86,793.95,Low
2777,2777,Y,46,891.61,High
2778,2778,N,51,805.7,Low
2779,2779,Y,54,59.05,Low
2780,2780,Y,22,288.24,Medium
2781,2781,Y,72,346.04,High
2782,2782,Y,55,181.82,High
2783,2783,N,62,155.11,Low
2784,2784,Y,64,153.56,High
2785,2785,Y,82,818.05,Low
2786,2786,Y,74,804.97,Low
2787,2787,Y,53,968.92,Low
2788,2788,Y,73,747.88,High
2789,2789,Y,55,165.93,High
2790,2790,Y,0,759.48,Medium
2791,2791,Y,27,920.23,High
2792,2792,N,49,471.86,High
2793,2793,Y,3,699.81,Medium
2794,2794,N,83,832.14,Low
2795,2795,Y,26,617.87,Low
2796,2796,Y,61,821.21,Medium
2797,2797,Y,44,767.52,High
2798,2798,Y,50,757.13,Low
2799,2799,Y,55,675.11,Low
2800,2800,Y,73,723.25,Medium
2801,2801,N,86,637.91,Medium
2802,2802,Y,7,202.13,Low
2803,2803,Y,27,611.02,Low
2804,2804,Y,53,215.64,High
2805,2805,Y,72,377.08,High
2806,2806,N,40,46.1,High
2807,2807,Y,46,779.76,High
2808,2808,Y,27,53.67,Low
2809,2809,Y,52,461.07,Low
2810,2810,Y,77,922.06,Low
2811,2811,N,65,59.6,Low
2812,2812,N,63,217.66,Low
2813,2813,N,74,18.04,Low
2814,2814,N,87,515.32,High
2815,2815,Y,71,863.94,High
2816,2816,N,59,124.82,Low
2817,2817,Y,9,554.76,Low
2818,2818,N,62,918.42,High
2819,2819,Y,23,40.94,Low
2820,2820,Y,19,871.66,High
2821,2821,Y,84,522.47,High
2822,2822,N,57,892.73,Low
2823,2823,Y,61,316.74,High
2824,2824,Y,38,383.54,High
2825,2825,Y,14,336.02,Medium
2826,2826,Y,18,728.71,High
2827,2827,Y,39,564.46,High
2828,2828,Y,89,349.44,Low
2829,2829,N,1,146.94,Medium
2830,2830,Y,75,372.62,Low
2831,2831,N,27,135.1,High
2832,2832,Y,5,600.87,High
2833,2833,Y,46,575.89,Medium
2834,2834,Y,52,106.1,High
2835,2835,Y,88,770.59,High
2836,2836,Y,28,748.76,Medium
2837,2837,N,58,604.74,Medium
2838,2838,Y,53,737.59,Low
2839,2839,N,44,470.38,High
2840,2840,N,73,691.61,Low
2841,2841,N,13,389.25,High
2842,2842,Y,86,36.56,Low
2843,2843,N,39,258.24,Low
2844,2844,N,8,878.62,Low
2845,2845,N,12,624.72,Low
2846,2846,Y,24,345.51,Medium
2847,2847,Y,52,903.73,Low
2848,2848,Y,76,415.51,High
2849,2849,Y,40,14.95,Low
2850,2850,Y,1,183.13,Low
2851,2851,N,24,409.06,Low
2852,2852,Y,35,126.79,High
2853,2853,Y,7,247.15,High
2854,2854,Y,77,145.03,Low
2855,2855,Y,0,421.42,High
2856,2856,Y,80,356.05,Medium
2857,2857,N,27,882.83,Medium
2858,2858,N,51,322.42,Low
2859,2859,Y,11,267.71,Low
2860,2860,Y,14,457.38,High
2861,2861,N,79,836.61,High
2862,2862,Y,88,427.61,Low
2863,2863,Y,39,217.85,High
2864,2864,Y,32,846.73,High
2865,2865,N,87,689.13,Low
2866,2866,N,44,149.23,Medium
2867,2867,Y,71,246.92,High
2868,2868,Y,83,551.57,Low
2869,2869,Y,14,350.28,Medium
2870,2870,Y,48,260.41,High
2871,2871,Y,83,925.39,Medium
2872,2872,N,82,941.99,Low
2873,2873,Y,68,451.5,Low
2874,2874,Y,47,543.64,Low
2875,2875,Y,80,174.89,Low
2876,2876,Y,27,907.8,High
2877,2877,Y,82,575.98,High
2878,2878,Y,9,549.3,Low
2879,2879,Y,60,135.19,High
2880,2880,Y,54,871.1,High
2881,2881,Y,68,76.09,High
2882,2882,Y,54,966.34,Low
2883,2883,Y,37,545.34,Low
2884,2884,Y,72,760.7,High
2885,2885,Y,33,951.43,High
2886,2886,Y,64,986.97,Low
2887,2887,Y,49,976.8,Low
2888,2888,N,6,78.08,Low
2889,2889,N,53,869.51,Medium
2890,2890,Y,42,353.56,High
2891,2891,Y,81,662.67,Medium
2892,2892,Y,52,945.52,High
2893,2893,Y,6,598.21,Medium
2894,2894,Y,24,97.95,High
2895,2895,Y,43,901.31,High
2896,2896,Y,30,58.08,Low
2897,2897,Y,13,40.62,High
2898,2898,Y,57,453.04,Low
2899,2899,Y,89,388.25,Low
2900,2900,Y,9,424.54,Low
2901,2901,N,30,303.12,Low
2902,2902,Y,30,545.44,Low
2903,2903,Y,34,411.89,Low
2904,2904,Y,48,474.75,High
2905,2905,Y,80,757.51,Low
2906,2906,Y,73,115.17,Low
2907,2907,Y,61,645.06,Low
2908,2908,N,31,506.12,Low
2909,2909,Y,67,175.62,High
2910,2910,Y,75,323.73,Low
2911,2911,Y,83,851.31,Low
2912,2912,Y,65,95.42,High
2913,2913,Y,11,764.58,Low
2914,2914,N,52,27.85,High
2915,2915,Y,11,38.36,Low
2916,2916,Y,51,309.66,Low
2917,2917,Y,18,340.51,Low
2918,2918,Y,24,12.34,Low
2919,2919,Y,84,965.14,Medium
2920,2920,Y,19,151.43,High
2921,2921,Y,25,749.57,High
2922,2922,Y,30,399.68,Low
2923,2923,Y,6,274.22,Medium
2924,2924,N,8,875.67,Medium
2925,2925,Y,74,469.03,High
2926,2926,Y,32,373.69,Low
2927,2927,Y,65,661.12,Low
2928,2928,N,80,42.19,Low
2929,2929,Y,18,124.43,High
2930,2930,Y,7,559.43,Medium
2931,2931,Y,0,597.55,High
2932,2932,N,18,621.1,Low
2933,2933,Y,37,956.18,High
2934,2934,N,80,913.0,High
2935,2935,Y,18,148.53,Medium
2936,2936,N,3,60.3,Low
2937,2937,Y,41,577.84,High
2938,2938,Y,42,567.24,High
2939,2939,Y,11,761.85,Medium
2940,2940,Y,49,94.84,High
2941,2941,Y,18,420.0,Low
2942,2942,N,62,249.68,Medium
2943,2943,Y,64,462.38,High
2944,2944,Y,54,243.35,Low
2945,2945,Y,16,290.14,Medium
2946,2946,Y,83,676.64,Medium
2947,2947,Y,79,668.36,Low
2948,2948,Y,47,729.87,Low
2949,2949,Y,34,553.05,Low
2950,2950,Y,37,709.66,High
2951,2951,Y,20,603.23,Low
2952,2952,Y,5,460.31,Low
2953,2953,Y,59,625.47,Low
2954,2954,Y,3,675.88,Low
2955,2955,N,30,565.49,High
2956,2956,Y,64,843.12,High
2957,2957,Y,63,738.2,Low
2958,2958,N,51,81.85,High
2959,2959,Y,47,200.24,High
2960,2960,Y,45,383.46,High
2961,2961,Y,36,745.91,Low
2962,2962,N,56,652.7,Medium
2963,2963,Y,75,194.28,Low
2964,2964,Y,73,795.68,High
2965,2965,Y,51,800.88,High
2966,2966,Y,84,239.17,High
2967,2967,Y,70,213.06,High
2968,2968,Y,68,703.79,Low
2969,2969,Y,31,328.66,Medium
2970,2970,Y,16,427.98,High
2971,2971,Y,35,705.07,Low
2972,2972,N,7,433.03,Medium
2973,2973,Y,32,570.72,Low
2974,2974,N,0,657.0,High
2975,2975,Y,3,579.82,Medium
2976,2976,Y,8,926.64,High
2977,2977,N,54,267.3,Low
2978,2978,Y,38,580.2,High
2979,2979,Y,4,141.27,High
2980,2980,Y,38,386.57,Low
2981,2981,Y,56,288.44,Low
2982,2982,Y,29,481.11,Medium
2983,2983,N,88,572.53,High
2984,2984,Y,54,887.85,Medium
2985,2985,Y,31,447.69,High
2986,2986,Y,70,184.07,Low
2987,2987,Y,50,967.49,Medium
2988,2988,Y,62,721.86,Medium
2989,2989,Y,19,223.56,High
2990,2990,Y,40,585.64,Low
2991,2991,Y,33,948.4,High
2992,2992,Y,44,553.96,Low
2993,2993,Y,53,64.2,Medium
2994,2994,Y,25,620.37,Low
2995,2995,Y,18,583.58,High
2996,2996,Y,51,268.58,High
2997,2997,Y,55,786.06,Low
2998,2998,N,82,92.97,Low
2999,2999,N,13,406.21,Low
3000,3000,Y,70,600.59,High
3001,3001,Y,56,625.64,High
3002,3002,Y,46,352.26,High
3003,3003,Y,5,899.9,Low
3004,3004,Y,9,263.11,High
3005,3005,Y,69,117.54,Low
3006,3006,Y,6,143.05,High
3007,3007,Y,84,915.2,Low
3008,3008,N,4,442.59,Low
3009,3009,Y,72,814.46,High
3010,3010,N,3,657.68,High
3011,3011,N,66,800.04,Medium
3012,3012,Y,55,245.41,High
3013,3013,Y,86,603.74,Low
3014,3014,Y,85,249.85,Low
3015,3015,Y,79,265.93,Medium
3016,3016,N,70,795.4,Low
3017,3017,Y,37,362.97,Medium
3018,3018,N,40,159.97,High
3019,3019,N,79,560.47,High
3020,3020,Y,85,456.14,Medium
3021,3021,Y,58,543.13,High
3022,3022,Y,10,101.31,Low
3023,3023,Y,66,366.82,Low
3024,3024,Y,13,364.13,High
3025,3025,Y,21,877.2,High
3026,3026,Y,6,188.99,Low
3027,3027,Y,0,102.15,High
3028,3028,Y,7,931.7,Medium
3029,3029,Y,24,993.29,Low
3030,3030,N,10,725.37,High
3031,3031,Y,14,274.94,Medium
3032,3032,Y,32,691.8,High
3033,3033,N,78,912.62,High
3034,3034,N,3,952.9,High
3035,3035,Y,83,436.76,Low
3036,3036,Y,69,423.13,Low
3037,3037,Y,28,106.6,Low
3038,3038,N,12,186.38,High
3039,3039,Y,64,525.02,Low
3040,3040,N,5,530.49,Medium
3041,3041,Y,56,180.66,High
3042,3042,Y,78,303.02,Medium
3043,3043,Y,56,624.93,Medium
3044,3044,N,56,713.26,High
3045,3045,N,83,299.87,Medium
3046,3046,Y,88,74.05,Low
3047,3047,N,86,498.17,Low
3048,3048,Y,49,978.25,Low
3049,3049,Y,35,298.87,Low
3050,3050,N,49,790.67,Low
3051,3051,N,23,251.19,Medium
3052,3052,N,78,392.65,High
3053,3053,Y,17,785.08,Medium
3054,3054,Y,71,916.21,Medium
3055,3055,Y,36,102.61,High
3056,3056,Y,25,981.84,High
3057,3057,N,61,830.92,High
3058,3058,Y,86,530.24,High
3059,3059,Y,82,485.3,Low
3060,3060,Y,27,275.77,Low
3061,3061,Y,44,817.8,Low
3062,3062,Y,32,601.06,Low
3063,3063,N,48,163.45,Low
3064,3064,Y,38,239.42,Low
3065,3065,Y,45,40.79,Low
3066,3066,N,30,901.9,High
3067,3067,Y,31,770.92,Low
3068,3068,Y,72,155.27,Low
3069,3069,N,78,968.62,High
3070,3070,N,4,85.36,Medium
3071,3071,Y,62,588.41,Low
3072,3072,N,84,388.4,High
3073,3073,Y,42,58.48,Low
3074,3074,N,83,580.99,Low
3075,3075,Y,54,428.22,Low
3076,3076,N,28,187.81,Medium
3077,3077,N,3,969.77,Medium
3078,3078,Y,15,139.93,Low
3079,3079,Y,13,953.08,Low
3080,3080,Y,87,671.63,High
3081,3081,Y,3,222.59,Low
3082,3082,N,87,233.37,High
3083,3083,Y,82,671.62,Low
3084,3084,Y,71,110.09,Low
3085,3085,Y,57,520.65,Medium
3086,3086,Y,69,289.35,High
3087,3087,Y,38,744.27,High
3088,3088,Y,69,289.63,Low
3089,3089,Y,6,727.11,Low
3090,3090,Y,68,713.09,Low
3091,3091,Y,36,357.11,High
3092,3092,N,64,438.46,High
3093,3093,N,89,777.26,Low
3094,3094,N,31,408.0,Low
3095,3095,Y,76,775.48,High
3096,3096,Y,86,234.15,Low
3097,3097,Y,1,778.02,Low
3098,3098,Y,47,563.59,High
3099,3099,Y,18,348.35,High
3100,3100,N,12,855.28,Medium
3101,3101,N,49,782.63,Low
3102,3102,N,16,94.35,High
3103,3103,Y,36,704.98,Medium
3104,3104,Y,42,908.86,Medium
3105,3105,Y,69,208.57,Low
3106,3106,Y,59,110.65,High
3107,3107,Y,44,543.98,Low
3108,3108,N,60,196.27,High
3109,3109,Y,61,863.15,High
3110,3110,N,42,550.24,Low
3111,3111,Y,23,206.54,High
3112,3112,Y,50,695.23,Low
3113,3113,Y,70,352.95,High
3114,3114,Y,54,630.27,High
3115,3115,Y,10,924.86,Low
3116,3116,Y,17,917.56,High
3117,3117,Y,58,646.21,Low
3118,3118,Y,3,76.39,High
3119,3119,Y,78,486.64,Low
3120,3120,Y,66,169.39,Low
3121,3121,Y,74,306.1,Medium
3122,3122,Y,66,495.74,High
3123,3123,N,16,732.21,Low
3124,3124,N,1,920.34,Medium
3125,3125,Y,29,750.73,Medium
3126,3126,N,68,69.89,Medium
3127,3127,N,30,146.66,Low
3128,3128,Y,80,865.66,Low
3129,3129,Y,50,789.32,High
3130,3130,Y,77,560.8,Medium
3131,3131,Y,77,84.03,Low
3132,3132,Y,17,428.54,Medium
3133,3133,Y,9,242.72,High
3134,3134,Y,3,480.16,Low
3135,3135,Y,69,101.76,Low
3136,3136,Y,82,271.76,Low
3137,3137,Y,83,237.56,Low
3138,3138,Y,86,819.58,High
3139,3139,Y,5,369.83,Low
3140,3140,Y,62,604.52,Medium
3141,3141,Y,11,462.71,High
3142,3142,N,29,952.78,Low
3143,3143,Y,0,319.59,High
3144,3144,Y,38,982.33,Medium
3145,3145,Y,7,661.09,Low
3146,3146,Y,26,161.15,High
3147,3147,Y,61,211.48,Low
3148,3148,Y,26,837.0,High
3149,3149,Y,33,714.14,Low
3150,3150,Y,67,782.66,Low
3151,3151,Y,83,634.08,Medium
3152,3152,Y,83,145.72,Medium
3153,3153,Y,20,69.34,High
3154,3154,Y,47,115.94,Low
3155,3155,Y,84,636.47,High
3156,3156,Y,16,730.94,Medium
3157,3157,Y,0,183.45,Low
3158,3158,Y,20,995.61,High
3159,3159,Y,34,965.24,Low
3160,3160,Y,25,790.79,High
3161,3161,Y,38,34.46,High
3162,3162,N,19,278.6,Medium
3163,3163,Y,67,814.31,High
3164,3164,Y,35,509.01,Low
3165,3165,Y,71,649.02,Low
3166,3166,Y,0,974.18,Low
3167,3167,N,79,324.34,Medium
3168,3168,Y,45,225.76,High
3169,3169,N,39,212.2,High
3170,3170,N,18,836.94,High
3171,3171,Y,61,791.89,High
3172,3172,N,7,652.05,High
3173,3173,N,18,988.56,Medium
3174,3174,Y,74,924.36,High
3175,3175,Y,12,357.19,High
3176,3176,Y,38,624.87,Low
3177,3177,Y,26,565.41,Low
3178,3178,Y,74,221.8,High
3179,3179,Y,77,80.09,Low
3180,3180,Y,62,607.96,High
3181,3181,N,89,157.56,High
3182,3182,Y,23,993.64,Low
3183,3183,N,64,253.94,High
3184,3184,Y,45,58.61,Medium
3185,3185,Y,50,978.2,Low
3186,3186,Y,36,128.94,Medium
3187,3187,Y,13,991.88,Medium
3188,3188,Y,29,85.57,Low
3189,3189,Y,3,490.78,Medium
3190,3190,Y,70,827.38,Medium
3191,3191,Y,18,308.11,High
3192,3192,Y,79,328.84,High
3193,3193,N,17,100.11,Low
3194,3194,Y,11,526.51,Low
3195,3195,Y,43,940.77,Medium
3196,3196,Y,19,582.43,Low
3197,3197,N,12,657.74,Medium
3198,3198,Y,7,250.47,Low
3199,3199,N,80,286.11,Low
3200,3200,Y,89,462.48,Low
3201,3201,Y,15,700.02,Low
3202,3202,Y,35,871.62,High
3203,3203,Y,85,302.52,Low
3204,3204,Y,47,527.17,High
3205,3205,Y,39,99.52,High
3206,3206,N,12,377.53,Low
3207,3207,Y,39,283.1,High
3208,3208,Y,59,876.0,Low
3209,3209,Y,29,893.46,High
3210,3210,Y,36,447.09,High
3211,3211,Y,9,512.76,Medium
3212,3212,Y,3,630.19,Low
3213,3213,Y,35,588.72,High
3214,3214,N,30,963.23,High
3215,3215,Y,1,480.66,Low
3216,3216,Y,57,294.04,High
3217,3217,Y,41,911.16,Low
3218,3218,Y,46,622.61,Low
3219,3219,Y,54,298.99,Low
3220,3220,Y,29,133.89,Low
3221,3221,Y,42,849.33,Low
3222,3222,Y,3,117.32,High
3223,3223,Y,36,757.01,High
3224,3224,Y,43,687.17,Medium
3225,3225,Y,46,754.64,High
3226,3226,Y,27,182.54,High
3227,3227,Y,21,136.43,High
3228,3228,Y,5,395.04,Medium
3229,3229,Y,29,600.41,Low
3230,3230,Y,30,664.41,High
3231,3231,N,52,934.21,High
3232,3232,Y,69,868.62,Medium
3233,3233,Y,55,98.4,High
3234,3234,Y,65,41.17,Low
3235,3235,Y,61,963.12,Low
3236,3236,Y,76,647.58,High
3237,3237,Y,39,255.3,Low
3238,3238,Y,61,205.85,Low
3239,3239,Y,1,509.6,High
3240,3240,Y,41,38.84,High
3241,3241,Y,62,832.89,High
3242,3242,Y,84,456.88,High
3243,3243,Y,53,669.91,High
3244,3244,Y,24,137.63,High
3245,3245,Y,87,56.46,Low
3246,3246,Y,45,98.96,High
3247,3247,Y,7,580.63,Low
3248,3248,Y,52,371.54,Low
3249,3249,Y,57,869.58,Low
3250,3250,Y,10,608.44,Low
3251,3251,Y,7,566.28,Low
3252,3252,Y,87,762.88,High
3253,3253,Y,78,318.45,Medium
3254,3254,Y,57,823.96,Low
3255,3255,Y,76,427.37,Low
3256,3256,Y,83,328.07,Low
3257,3257,N,80,408.09,Medium
3258,3258,Y,36,980.16,Medium
3259,3259,Y,22,252.36,Low
3260,3260,Y,8,441.22,High
3261,3261,Y,2,173.04,High
3262,3262,N,71,433.09,Low
